iteration_id,timestamp,decision,sortino,calmar,trade_count,risk_passed,hypothesis,reason
2026-05-15-50c1342,2026-05-15T23:18:36,REJECTED,,,0,,Replacing raw 12-1 momentum with volatility-adjusted 12-1 momentum will improve mean validation Sortino by favoring steadier trend leaders and reducing exposure to high-beta reversals without adding a new hyperparameter.,prepare.py crashed: 'str' object has no attribute 'exists'
2026-05-15-7786d97,2026-05-15T23:27:41,REVERTED,1.7672545809923377,6.878353634393159,29,False,Requiring a strictly positive 12-1 momentum score for new entries will improve mean validation Sortino by avoiding forced allocation into relative winners that are still absolute downtrends during broad selloffs.,catastrophe: max drawdown: 77.8% > 50% (account-wipe territory) | anti-overfit FAILED: bonferroni(p=0.9846 >= alpha/N=0.0250) · random_walk_mc(only 52.50% percentile vs RW null) · sub_period_stationarity(min/max ratio of |Sortino| across 3 sub-periods = 0.15)
2026-05-16-21916f3,2026-05-16T13:57:40,KEPT,1.933431293775231,3.292489013604263,333,True,Replacing the raw 12-1 return cross-sectional ranking with 52-week high proximity (current_price / max_close_over_252_days) will produce a statistically significant cross-sectional edge — where raw momentum repeatedly yielded Bonferroni p≈1.0 — by exploiting the anchoring bias documented by George &,"sortino 1.933 > prev None, agg_dd 21.3%, catastrophe gate clear, anti-overfit gates passed"
2026-05-16-224b0c4,2026-05-16T14:02:44,KEPT,2.172090958313302,3.4307496059067644,348,True,"Replacing the LLM macro_regime gate — which either blocks all new entries when the cache row is absent (returns None) or allows all entries when it throws — with the deterministic Nifty 50 200-DMA trend filter (nifty50_pct_vs_200dma > 0 from macro_signals, which has real price-data coverage througho","sortino 2.172 > prev 1.933431293775231, agg_dd 22.2%, catastrophe gate clear, anti-overfit gates passed"
2026-05-16-563b585,2026-05-16T14:07:19,REVERTED,2.16033672389409,3.432341935234838,248,True,"Replacing equal-weight position allocation with inverse-volatility weighting (each stock sized proportional to 1/realized_21d_annualized_vol, normalized to 99% gross exposure) will reduce capital at risk in high-volatility names during bear folds, lower per-fold drawdown contribution from volatile l","sortino 2.160 did not improve on prev 2.172090958313302 | anti-overfit FAILED: parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.01)"
2026-05-16-78994ab,2026-05-16T14:12:43,REVERTED,1.1904168640741644,2.9311977323270364,435,True,Adding a short-term momentum confirmation filter to the 52-week-high proximity signal — only scoring stocks where close[0] > close[-skip_days] (positive return over the past skip_days bars) — will improve mean validation Sortino by excluding near-high stocks already in short-term downtrend (early di,"sortino 1.190 did not improve on prev 2.172090958313302 | aggregate DD regressed: 44.1% > prev 22.2% + 10pp tolerance | anti-overfit FAILED: bonferroni(p=0.0544 >= alpha/N=0.0250) · random_walk_mc(only 94.58% percentile vs RW null) · parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.98)"
2026-05-16-23f9205,2026-05-16T14:17:04,REVERTED,2.0902495230419262,3.752320594937557,353,True,"Tightening the retention buffer from `retention_mult × n_positions` to `n_positions` when the Nifty 200-DMA gate signals bear regime (allow_new=False) will shed the weakest held positions at each bear-regime rebalance, reducing drawdown in the negative folds without introducing any new hyperparamete","sortino 2.090 did not improve on prev 2.172090958313302 | anti-overfit FAILED: parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.08)"
2026-05-16-5f210ed,2026-05-16T14:21:48,REVERTED,2.16191284563873,3.4228816863907072,353,True,Repurposing the currently-unused regime_pct parameter as a VIX stress threshold — halving gross exposure to 50% when India VIX's 252-day percentile exceeds regime_pct/100 (default 95th percentile) while keeping the 200-DMA new-entry gate unchanged — will reduce downside deviation in the 6 negative f,"sortino 2.162 did not improve on prev 2.172090958313302 | anti-overfit FAILED: parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.01)"
2026-05-16-3121bee,2026-05-16T14:27:41,REVERTED,1.596539344583681,2.18365877599336,364,True,Replacing the point-in-time 52-week-high proximity score (close at skip_days ago divided by the max of the prior non-overlapping window) with a smoothed proximity score (SMA of the last skip_days closes divided by the max of the full lookback_days window) will produce a more stable cross-sectional r,"sortino 1.597 did not improve on prev 2.172090958313302 | anti-overfit FAILED: bonferroni(p=0.0298 >= alpha/N=0.0100) · parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.58)"
2026-05-16-d997519,2026-05-16T14:34:52,REVERTED,2.039320165525777,3.28820289161959,352,True,Requiring new entrants to also trade above their individual 200-day moving average — in addition to the existing Nifty 50 200-DMA regime gate — will filter out false-momentum candidates (stocks near their 52-week high via a v-shaped bounce in a broader individual downtrend rather than a sustained up,"sortino 2.039 did not improve on prev 2.172090958313302 | anti-overfit FAILED: bonferroni(p=0.0086 >= alpha/N=0.0083) · parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.13)"
2026-05-16-8ef3d8e,2026-05-16T14:39:35,REVERTED,2.245680254311999,4.774396914140037,380,True,Multiplying the 52-week-high proximity score by a return-consistency factor (fraction of monthly skip_days-length intervals within the lookback window that had positive returns) will improve mean validation Sortino by penalizing stocks that achieved high proximity via a single spike rather than a su,anti-overfit FAILED: sub_period_stationarity(min/max ratio of |Sortino| across 3 sub-periods = 0.27)
2026-05-16-be234cb,2026-05-16T14:46:34,REVERTED,1.731086856661324,3.1560284839798105,350,True,"Replacing single-horizon 52-week-high proximity with the geometric mean of 12-month and 6-month proximity scores will select stocks with persistent multi-horizon uptrends rather than those merely near an old annual high, improving sub_period_stationarity without adding any new hyperparameter — addre","sortino 1.731 did not improve on prev 2.172090958313302 | anti-overfit FAILED: bonferroni(p=0.0158 >= alpha/N=0.0063) · parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.44)"
2026-05-16-3df953d,2026-05-16T14:53:11,REVERTED,2.2462927404418083,5.339451570330285,406,True,"Blending 52-week-high proximity with a cross-sectionally normalized skip_days return rank (score = proximity × (0.5 + 0.5 × normalized_short_term_rank)) will improve mean validation Sortino by selecting stocks with both sustained anchoring-bias momentum and recent relative strength, where cross-sect",anti-overfit FAILED: universe_respect(variant traded tickers outside the point-in-time universe — survivorship/look-ahead reintroduced (hard reject)) · bonferroni(p=0.0090 >= alpha/N=0.0056) · sub_period_stationarity(min/max ratio of |Sortino| across 3 sub-periods = 0.16)
2026-05-16-45960f7,2026-05-16T14:58:57,REVERTED,1.430954191376197,1.1249288706088312,382,True,"Scaling gross portfolio exposure to 50% when the Nifty 200-DMA gate signals bear regime — combined with fixed n_positions-slot sizing (gross/n_positions rather than gross/len(selected)) — will reduce bear-market drawdown and smooth sub-period Sortino variance without adding any new hyperparameter, i","sortino 1.431 did not improve on prev 2.172090958313302 | anti-overfit FAILED: bonferroni(p=0.0268 >= alpha/N=0.0050) · parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.74) · sub_period_stationarity(min/max ratio of |Sortino| across 3 sub-periods = 0.26)"
2026-05-16-0a547d5,2026-05-16T15:18:54,REVERTED,1.7915726035460016,3.4544721096342483,323,True,"Blending 52-week-high proximity with daily up-bar fraction (fraction of days that closed higher than the previous day within the lookback window) will produce a more stationary cross-sectional signal than proximity alone, because daily persistence is computed from 252 granular samples versus the 12 ","sortino 1.792 did not improve on prev 2.172090958313302 | anti-overfit FAILED: bonferroni(p=0.0076 >= alpha/N=0.0050) · parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.38)"
2026-05-16-c6abf7a,2026-05-16T15:23:43,REVERTED,1.8652598274737415,2.3128621919230428,230,True,"Replacing raw 52-week-high proximity with volatility-adjusted proximity (score = proximity / (1 + annualized_21d_realized_vol)) will improve mean validation Sortino by selecting stocks whose price path to the 52-week high was orderly (low vol, steady trend) over those that arrived there via a volati","sortino 1.865 did not improve on prev 2.172090958313302 | anti-overfit FAILED: bonferroni(p=0.0234 >= alpha/N=0.0050) · parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.31)"
2026-05-16-2883cd7,2026-05-16T15:31:35,REVERTED,2.2947392511558444,3.9407475401125516,160,True,"Monthly rebalancing (rebalance_period_weeks=4 instead of 2) will improve mean validation Sortino by cutting DP charges (~₹14.75/scrip/sell) by approximately half, reducing unnecessary signal noise in a 252-day-lookback signal that has no informational need for biweekly execution, and producing more ",anti-overfit FAILED: sub_period_stationarity(min/max ratio of |Sortino| across 3 sub-periods = 0.30)
2026-05-16-a450cc1,2026-05-16T15:36:57,REVERTED,2.617589646013365,4.567814956565874,174,True,"Monthly rebalancing (rebalance_period_weeks=4) combined with a tighter retention buffer (retention_mult=1.5, capping retained names at 37 instead of 50) will improve mean validation Sortino above 2.172 and push sub-period stationarity above 0.30 by preserving the DP-cost savings of monthly execution",anti-overfit FAILED: sub_period_stationarity(min/max ratio of |Sortino| across 3 sub-periods = 0.21)
2026-05-16-d50fdd7,2026-05-16T15:44:47,REVERTED,1.501254090666921,3.2768706243469707,243,True,"3-week rebalancing (rebalance_period_weeks=3) will improve mean validation Sortino above the 2.172 baseline by reducing DP charges ~35% versus biweekly, while preserving sub-period stationarity better than 4-week monthly rebalancing — which achieved Sortino 2.295 but failed stationarity at 0.30 beca","sortino 1.501 did not improve on prev 2.172090958313302 | anti-overfit FAILED: bonferroni(p=0.0192 >= alpha/N=0.0050) · parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.67)"
2026-05-16-67876d2,2026-05-16T15:55:08,REVERTED,1.5058331191655143,1.1834877947023954,382,True,"Enforcing strict n_positions slot sizing — retained stocks collected in proximity-ranked order and capped at n_positions, with target_each fixed at 0.99/n_positions so filtered/blocked slots remain cash rather than being redistributed — will improve mean validation Sortino by eliminating the silent ","sortino 1.506 did not improve on prev 2.172090958313302 | anti-overfit FAILED: bonferroni(p=0.0216 >= alpha/N=0.0050) · parsimony(baseline params=7, strategy=7; needs Sortino +0.00, has +-0.67) · sub_period_stationarity(min/max ratio of |Sortino| across 3 sub-periods = 0.25)"
